user_id,region,country,subscription_plan,months_subscribed,usage_frequency,feature_adoption,failed_payments,support_tickets,last_active_days_ago,prompt_volume,api_or_app,renewal_behavior
NMC002613,Africa,Egypt,Free,3,0,2,0,0,71,83,App,Downgraded
NMC002614,Asia,United Arab Emirates,Pro,18,9,9,0,0,29,1385,App,Renewed
NMC002615,Asia,India,Business,45,21,10,0,3,10,3730,API,Renewed
NMC002616,Africa,South Africa,Pro,10,16,5,0,1,15,1384,App,Skipped
NMC002617,Africa,Egypt,Free,2,3,2,0,0,78,114,API,Skipped
NMC002618,Europe,Netherlands,Free,3,12,7,0,1,31,256,App,Skipped
NMC002619,Africa,Côte d’Ivoire,Pro,7,20,3,0,1,4,843,App,Skipped
NMC002620,Africa,South Africa,Pro,6,23,7,0,1,1,2390,API,Renewed
NMC002621,North America,United States,Pro,25,28,7,0,0,2,1942,API,Renewed
NMC002622,Africa,Ghana,Business,27,28,9,1,4,5,3421,App,Renewed
NMC002623,Europe,France,Business,24,21,7,0,4,3,2740,App,Renewed
NMC002624,Africa,Ghana,Pro,13,13,8,1,2,8,489,App,Renewed
NMC002625,Asia,India,Pro,16,23,6,0,0,3,1336,App,Renewed
NMC002626,Africa,Nigeria,Business,11,19,4,0,0,5,2465,App,Renewed
NMC002627,North America,United States,Business,13,19,9,0,3,8,4335,API,Renewed
NMC002628,North America,United States,Pro,25,20,10,0,0,7,1378,API,Renewed
NMC002629,Asia,Singapore,Free,4,11,5,0,2,23,147,App,Renewed
NMC002630,Africa,Côte d’Ivoire,Free,6,11,4,0,1,10,136,App,Renewed
NMC002631,North America,Mexico,Pro,22,10,8,0,3,7,1161,App,Renewed
NMC002632,Africa,South Africa,Free,14,18,3,0,1,10,112,API,Skipped
NMC002633,North America,United States,Free,10,8,2,0,2,15,117,App,Skipped
NMC002634,Europe,Italy,Business,19,24,6,0,2,2,2444,App,Downgraded
NMC002635,Oceania,New Zealand,Pro,28,22,5,0,1,5,1454,API,Downgraded
NMC002636,Africa,Ghana,Business,31,23,8,1,0,4,2253,App,Renewed
NMC002637,Africa,Morocco,Free,4,10,1,0,1,18,129,API,Downgraded
NMC002638,North America,United States,Business,18,24,8,0,1,3,4196,App,Renewed
NMC002639,Africa,Côte d’Ivoire,Business,48,18,4,0,3,21,2884,API,Renewed
NMC002640,Latin America,Brazil,Free,3,3,1,0,1,28,105,App,Skipped
NMC002641,Latin America,Chile,Pro,9,21,8,0,0,4,1382,API,Renewed
NMC002642,Africa,Ghana,Pro,26,18,10,0,1,4,1952,App,Skipped
NMC002643,North America,United States,Pro,21,30,7,0,0,1,1404,API,Renewed
NMC002644,Africa,Egypt,Pro,16,20,8,2,0,5,677,App,Downgraded
NMC002645,Latin America,Chile,Pro,42,16,9,2,1,13,1164,App,Downgraded
NMC002646,Europe,Germany,Business,26,29,6,1,4,1,3443,API,Downgraded
NMC002647,Asia,Philippines,Pro,24,21,8,0,1,2,1318,API,Renewed
NMC002648,Europe,Spain,Pro,14,14,7,0,1,24,1072,App,Renewed
NMC002649,Europe,Italy,Free,1,9,3,0,2,2,136,App,Skipped
NMC002650,North America,United States,Pro,10,20,8,0,2,4,546,App,Renewed
NMC002651,Africa,Kenya,Business,26,14,6,0,0,16,2594,API,Renewed
NMC002652,Africa,Ghana,Free,8,5,2,0,1,11,94,App,Downgraded
NMC002653,Africa,South Africa,Pro,16,11,9,1,1,10,849,API,Renewed
NMC002654,North America,United States,Pro,7,19,7,0,4,5,1386,API,Renewed
NMC002655,Africa,Tanzania,Free,1,8,5,0,1,8,189,App,Renewed
NMC002656,Africa,Kenya,Business,34,24,4,0,0,2,1716,App,Skipped
NMC002657,Europe,Sweden,Free,19,14,7,0,1,19,332,API,Downgraded
NMC002658,Africa,Kenya,Pro,16,13,6,0,1,4,960,App,Skipped
NMC002659,Africa,Côte d’Ivoire,Free,11,8,1,0,1,30,105,App,Downgraded
NMC002660,Africa,Morocco,Pro,3,12,8,0,4,24,1188,App,Renewed
NMC002661,Europe,France,Free,6,13,7,0,3,13,210,App,Renewed
NMC002662,Africa,Morocco,Pro,18,22,5,0,2,8,914,App,Downgraded
NMC002663,Oceania,New Zealand,Free,5,14,4,0,1,11,124,App,Renewed
NMC002664,Oceania,Australia,Pro,21,18,9,0,1,6,1536,App,Skipped
NMC002665,North America,United States,Free,2,17,8,0,2,10,337,App,Renewed
NMC002666,Europe,Sweden,Pro,16,22,9,0,1,4,934,App,Skipped
NMC002667,North America,United States,Free,3,10,5,0,0,9,245,App,Downgraded
NMC002668,Asia,Indonesia,Pro,43,21,9,2,2,2,2187,API,Downgraded
NMC002669,Africa,Ghana,Pro,48,26,5,1,3,4,2101,API,Downgraded
NMC002670,Africa,Uganda,Free,16,11,2,0,0,5,116,App,Skipped
NMC002671,Africa,Egypt,Pro,28,16,3,1,0,16,1210,API,Downgraded
NMC002672,North America,United States,Free,8,7,4,0,1,17,145,App,Renewed
NMC002673,North America,United States,Pro,46,27,4,0,1,1,1747,API,Skipped
NMC002674,North America,United States,Business,28,29,6,0,2,2,6680,API,Renewed
NMC002675,Asia,India,Business,29,22,6,0,3,4,2753,API,Renewed
NMC002676,North America,United States,Pro,14,30,6,1,0,2,1702,App,Renewed
NMC002677,Africa,Ghana,Free,8,8,5,0,1,31,229,App,Skipped
NMC002678,North America,United States,Pro,44,23,7,0,2,7,1380,API,Renewed
NMC002679,Asia,Philippines,Free,1,5,5,0,1,115,157,App,Downgraded
NMC002680,Africa,Egypt,Pro,48,16,5,2,1,2,1309,App,Skipped
NMC002681,North America,United States,Free,17,13,3,0,0,33,201,API,Skipped
NMC002682,North America,United States,Business,26,23,6,0,4,1,1612,App,Renewed
NMC002683,Africa,Morocco,Business,17,20,10,0,4,8,4513,API,Renewed
NMC002684,Africa,Kenya,Free,1,7,2,0,2,13,128,App,Skipped
NMC002685,Asia,India,Pro,31,25,10,0,2,2,1837,API,Renewed
NMC002686,Africa,Ghana,Pro,27,14,6,1,1,10,1036,App,Renewed
NMC002687,Africa,Ghana,Business,20,27,6,0,2,1,3124,API,Skipped
NMC002688,Africa,Ghana,Free,2,9,3,0,0,35,180,API,Skipped
NMC002689,North America,United States,Business,9,23,7,0,4,5,4627,App,Renewed
NMC002690,North America,United States,Free,14,16,7,0,0,44,201,App,Renewed
NMC002691,Asia,Philippines,Pro,24,21,4,2,0,3,777,API,Downgraded
NMC002692,North America,United States,Free,17,5,5,0,3,64,144,App,Downgraded
NMC002693,Africa,Botswana,Free,5,9,5,0,2,29,118,App,Skipped
NMC002694,North America,United States,Business,22,29,8,0,2,1,3080,API,Skipped
NMC002695,Europe,United Kingdom,Pro,26,22,6,1,0,3,1205,App,Renewed
NMC002696,Africa,Egypt,Pro,21,20,10,0,0,1,1607,API,Renewed
NMC002697,Europe,United Kingdom,Free,12,9,6,0,1,21,291,App,Downgraded
NMC002698,Africa,Botswana,Free,3,10,1,0,0,7,185,API,Downgraded
NMC002699,Europe,Sweden,Pro,33,27,8,0,2,1,1614,App,Renewed
NMC002700,North America,United States,Pro,15,13,8,0,1,24,1663,App,Downgraded
NMC002701,Asia,Philippines,Pro,15,12,9,0,0,42,1445,App,Renewed
NMC002702,Latin America,Brazil,Business,21,25,8,0,1,3,5674,App,Renewed
NMC002703,Africa,Kenya,Pro,24,30,7,0,0,1,2777,API,Renewed
NMC002704,Africa,Ghana,Free,9,9,3,0,1,11,179,App,Skipped
NMC002705,North America,Canada,Pro,20,27,7,1,0,1,1420,API,Renewed
NMC002706,Asia,United Arab Emirates,Free,1,9,4,0,1,8,209,App,Downgraded
NMC002707,Asia,India,Pro,17,24,10,0,1,6,866,App,Renewed
NMC002708,Asia,Singapore,Free,1,5,6,0,1,110,148,App,Skipped
NMC002709,North America,United States,Business,18,19,9,1,4,2,4836,API,Renewed
NMC002710,Latin America,Brazil,Business,48,16,10,1,5,12,3664,App,Renewed
NMC002711,Africa,Côte d’Ivoire,Free,6,13,2,0,1,12,84,App,Skipped
NMC002712,Europe,France,Business,41,20,10,0,4,4,3883,API,Renewed
NMC002713,Africa,Ghana,Free,5,6,4,0,1,10,206,API,Renewed
NMC002714,North America,United States,Business,17,30,7,0,2,1,8099,API,Renewed
NMC002715,Asia,Indonesia,Business,48,22,7,0,2,3,4218,API,Renewed
NMC002716,North America,Canada,Free,1,8,2,0,0,8,188,App,Skipped
NMC002717,Asia,India,Free,15,5,3,0,2,27,191,App,Skipped
NMC002718,Europe,United Kingdom,Pro,32,25,6,0,0,1,2044,App,Renewed
NMC002719,Africa,South Africa,Pro,35,17,10,0,4,3,2617,App,Renewed
NMC002720,Africa,Kenya,Business,10,25,8,1,3,2,4887,App,Renewed
NMC002721,Oceania,New Zealand,Business,27,28,10,0,1,1,5373,App,Renewed
NMC002722,Africa,South Africa,Free,10,17,2,0,1,10,264,API,Skipped
NMC002723,Africa,Egypt,Pro,24,29,5,0,1,1,926,App,Renewed
NMC002724,Africa,Rwanda,Free,17,9,3,0,2,27,114,API,Skipped
NMC002725,Africa,Uganda,Pro,26,13,7,0,1,12,1211,App,Downgraded
NMC002726,Africa,Ghana,Pro,27,27,5,2,2,2,2489,API,Skipped
NMC002727,Asia,India,Free,17,22,5,0,0,3,203,App,Skipped
NMC002728,Africa,Egypt,Pro,20,16,6,2,2,23,275,App,Renewed
NMC002729,Latin America,Brazil,Pro,14,19,7,3,0,12,1006,App,Skipped
NMC002730,Asia,United Arab Emirates,Pro,26,17,9,0,1,3,1397,App,Renewed
NMC002731,Africa,South Africa,Free,10,11,3,0,2,29,156,App,Skipped
NMC002732,North America,Canada,Free,3,6,7,0,2,14,186,App,Renewed
NMC002733,Africa,Egypt,Pro,5,15,7,0,1,11,1453,App,Downgraded
NMC002734,Oceania,Australia,Pro,36,22,7,0,0,1,2382,API,Renewed
NMC002735,Oceania,Australia,Business,20,30,7,0,4,1,4049,API,Skipped
NMC002736,Africa,Kenya,Free,4,8,3,0,2,17,126,App,Downgraded
NMC002737,Africa,Botswana,Business,37,18,7,0,3,9,3617,API,Renewed
NMC002738,North America,Mexico,Free,4,8,4,0,0,8,142,App,Skipped
NMC002739,North America,Canada,Pro,17,24,8,0,1,2,2082,API,Renewed
NMC002740,Latin America,Peru,Pro,29,15,9,1,2,35,1247,App,Skipped
NMC002741,North America,United States,Free,11,15,2,0,1,10,138,API,Skipped
NMC002742,North America,Canada,Business,48,20,8,0,4,2,3957,API,Renewed
NMC002743,Asia,India,Pro,5,21,4,0,0,10,1546,API,Skipped
NMC002744,North America,United States,Pro,44,17,7,0,1,13,1668,App,Downgraded
NMC002745,Africa,Nigeria,Pro,25,27,7,0,1,1,1424,App,Renewed
NMC002746,Europe,Spain,Free,9,11,4,0,1,10,163,API,Downgraded
NMC002747,Africa,Kenya,Business,28,25,7,1,3,4,3462,App,Skipped
NMC002748,Asia,Singapore,Free,11,13,5,0,1,4,155,App,Skipped
NMC002749,Europe,Germany,Free,10,13,8,0,7,14,274,App,Renewed
NMC002750,Europe,France,Pro,27,19,7,0,3,10,549,App,Downgraded
NMC002751,Africa,Ghana,Business,24,23,10,0,3,0,4287,API,Renewed
NMC002752,Africa,Ghana,Free,14,0,3,0,2,23,87,App,Skipped
NMC002753,Asia,Philippines,Pro,40,20,6,1,0,2,1173,API,Downgraded
NMC002754,Asia,United Arab Emirates,Pro,28,29,7,0,0,1,1721,App,Renewed
NMC002755,North America,United States,Pro,19,14,8,0,1,4,1559,API,Renewed
NMC002756,North America,United States,Pro,29,21,6,0,2,2,1756,API,Renewed
NMC002757,Europe,United Kingdom,Business,34,24,9,0,2,1,1821,App,Renewed
NMC002758,Europe,United Kingdom,Pro,12,22,7,0,2,0,1529,App,Renewed
NMC002759,Africa,Rwanda,Pro,25,19,6,1,2,3,860,App,Renewed
NMC002760,Africa,Egypt,Pro,4,25,3,0,1,2,1473,App,Renewed
NMC002761,North America,United States,Pro,41,20,8,0,2,4,775,App,Renewed
NMC002762,North America,United States,Free,19,9,6,0,1,15,236,App,Downgraded
NMC002763,Oceania,New Zealand,Pro,16,19,6,0,1,5,1019,App,Skipped
NMC002764,North America,United States,Pro,15,15,9,1,1,23,1463,API,Renewed
NMC002765,Europe,Germany,Free,1,0,4,0,1,50,77,App,Downgraded
NMC002766,Africa,Morocco,Business,18,30,6,1,5,0,3921,API,Renewed
NMC002767,Africa,Rwanda,Free,6,9,3,0,4,29,148,App,Skipped
NMC002768,Africa,Côte d’Ivoire,Pro,13,19,9,0,1,7,2244,API,Downgraded
NMC002769,Asia,Japan,Pro,3,17,9,1,2,12,1157,App,Renewed
NMC002770,Europe,United Kingdom,Free,26,7,5,0,0,11,168,API,Renewed
NMC002771,Latin America,Brazil,Business,7,27,7,0,2,1,4556,API,Skipped
NMC002772,North America,Mexico,Pro,8,26,4,1,0,1,1191,API,Skipped
NMC002773,Oceania,Australia,Free,8,14,4,0,1,12,133,App,Downgraded
NMC002774,Latin America,Colombia,Business,48,18,9,1,2,10,4701,API,Downgraded
NMC002775,Asia,Japan,Pro,18,21,5,0,2,0,818,App,Renewed
NMC002776,Africa,Ghana,Pro,36,21,5,0,1,1,1740,App,Downgraded
NMC002777,North America,United States,Free,10,6,7,0,1,26,162,App,Skipped
NMC002778,Africa,Ghana,Business,19,19,8,0,4,9,3564,API,Renewed
NMC002779,Asia,Philippines,Free,13,19,4,0,1,15,302,App,Skipped
NMC002780,Europe,United Kingdom,Free,11,15,5,0,1,6,225,App,Renewed
NMC002781,North America,United States,Business,16,24,9,0,1,5,3663,API,Renewed
NMC002782,Europe,United Kingdom,Free,3,16,3,0,0,6,253,API,Renewed
NMC002783,Asia,Singapore,Free,13,12,5,0,1,16,371,API,Downgraded
NMC002784,Africa,Kenya,Free,1,0,5,0,1,35,69,App,Renewed
NMC002785,Europe,Netherlands,Free,2,20,2,0,1,2,282,App,Skipped
NMC002786,North America,Canada,Pro,31,22,6,0,0,9,1658,API,Renewed
NMC002787,Europe,France,Free,13,6,8,0,1,16,281,API,Downgraded
NMC002788,Latin America,Peru,Free,11,14,5,0,0,4,288,API,Skipped
NMC002789,Africa,Morocco,Pro,7,15,7,3,1,2,1016,App,Renewed
NMC002790,Latin America,Brazil,Pro,37,21,10,0,1,5,1823,App,Downgraded
NMC002791,North America,United States,Business,48,24,10,0,2,1,4514,App,Renewed
NMC002792,Europe,Sweden,Business,17,21,9,0,1,3,577,App,Renewed
NMC002793,Europe,Netherlands,Free,17,10,3,0,1,17,169,App,Renewed
NMC002794,Europe,Germany,Pro,12,25,8,0,1,2,1776,API,Renewed
NMC002795,North America,United States,Pro,7,14,8,0,0,14,847,App,Skipped
NMC002796,Asia,India,Pro,27,21,10,0,5,5,2507,API,Downgraded
NMC002797,Latin America,Argentina,Pro,9,23,8,0,1,4,1877,App,Downgraded
NMC002798,Asia,Singapore,Free,5,15,2,0,1,18,106,App,Downgraded
NMC002799,Africa,Botswana,Pro,17,15,7,0,2,32,1448,App,Renewed
NMC002800,North America,Canada,Business,25,20,10,0,1,5,6345,API,Renewed
NMC002801,Africa,Côte d’Ivoire,Pro,8,21,8,0,3,4,1889,API,Renewed
NMC002802,Asia,Japan,Business,31,23,9,0,2,3,4670,App,Renewed
NMC002803,North America,United States,Free,9,15,5,0,1,29,131,App,Skipped
NMC002804,North America,Canada,Free,21,13,2,0,2,14,139,App,Renewed
NMC002805,Europe,Germany,Pro,16,22,6,1,0,2,1508,App,Skipped
NMC002806,North America,United States,Free,5,17,3,0,1,9,187,API,Renewed
NMC002807,Asia,India,Business,22,13,8,0,5,9,2879,App,Renewed
NMC002808,North America,Canada,Pro,16,22,8,0,2,6,1672,API,Renewed
NMC002809,Latin America,Brazil,Free,16,7,5,0,1,3,173,App,Renewed
NMC002810,North America,United States,Pro,14,18,6,0,2,1,1159,App,Renewed
NMC002811,North America,Mexico,Free,4,9,4,0,2,23,161,App,Renewed
NMC002812,Africa,South Africa,Pro,5,5,5,1,3,36,487,App,Skipped
NMC002813,Africa,Rwanda,Pro,22,15,6,0,1,7,1602,App,Downgraded
NMC002814,North America,United States,Pro,10,19,5,0,2,4,1197,API,Renewed
NMC002815,Europe,United Kingdom,Free,5,5,3,0,0,7,161,App,Renewed
NMC002816,Europe,Germany,Free,8,13,5,0,2,26,290,App,Renewed
NMC002817,Oceania,Australia,Free,7,2,2,0,0,25,138,App,Skipped
NMC002818,Africa,Kenya,Pro,23,18,8,0,0,7,1262,API,Downgraded
NMC002819,Europe,Germany,Free,3,6,3,0,0,26,107,App,Downgraded
NMC002820,Africa,Rwanda,Business,20,22,7,0,3,3,3873,API,Renewed
NMC002821,Asia,Indonesia,Free,8,8,8,0,3,30,83,App,Skipped
NMC002822,Europe,Germany,Pro,12,17,10,0,4,7,1486,App,Renewed
NMC002823,Asia,India,Free,11,3,4,0,0,51,48,App,Skipped
NMC002824,Africa,Ghana,Pro,43,7,6,1,2,5,490,API,Renewed
NMC002825,Africa,South Africa,Business,48,25,7,0,2,1,4278,API,Renewed
NMC002826,Europe,Germany,Pro,9,12,7,0,0,12,1227,App,Renewed
NMC002827,Africa,Kenya,Free,9,13,4,0,0,7,108,App,Renewed
NMC002828,Europe,Spain,Business,43,25,7,0,3,4,4579,App,Downgraded
NMC002829,Asia,Singapore,Free,16,11,1,0,2,16,169,API,Downgraded
NMC002830,Africa,Senegal,Pro,37,15,8,0,1,8,1901,App,Downgraded
NMC002831,North America,United States,Pro,17,17,10,0,2,23,2046,App,Skipped
NMC002832,Latin America,Brazil,Business,12,26,8,0,1,1,1955,App,Renewed
NMC002833,Europe,Sweden,Pro,13,16,5,0,2,6,1479,API,Renewed
NMC002834,North America,United States,Pro,14,9,6,0,2,30,885,App,Downgraded
NMC002835,Africa,Nigeria,Pro,12,6,6,0,1,24,259,App,Renewed
NMC002836,Africa,Ghana,Free,5,0,5,0,2,35,78,App,Skipped
NMC002837,Africa,Nigeria,Pro,13,20,8,0,1,17,1836,API,Renewed
NMC002838,Africa,Senegal,Free,5,7,4,0,2,26,104,App,Skipped
NMC002839,Africa,Nigeria,Business,36,23,4,1,4,4,4305,API,Renewed
NMC002840,Latin America,Argentina,Free,9,10,3,0,1,11,174,App,Skipped
NMC002841,Africa,South Africa,Free,1,14,2,0,3,14,275,API,Renewed
NMC002842,Europe,Netherlands,Free,1,16,1,0,0,4,177,App,Skipped
NMC002843,North America,United States,Free,5,12,2,0,1,10,155,App,Skipped
NMC002844,Africa,Kenya,Free,23,15,1,0,0,12,111,App,Skipped
NMC002845,Asia,Japan,Business,18,20,10,1,3,8,4352,API,Renewed
NMC002846,Africa,Uganda,Free,6,14,6,0,0,22,307,API,Renewed
NMC002847,Africa,Botswana,Pro,21,18,8,1,0,7,1969,App,Renewed
NMC002848,Africa,Nigeria,Pro,13,29,8,1,0,0,2330,API,Renewed
NMC002849,Africa,Côte d’Ivoire,Business,19,20,2,0,2,5,2386,App,Skipped
NMC002850,Asia,India,Pro,6,18,4,1,1,6,1844,API,Renewed
NMC002851,Africa,Egypt,Pro,25,17,8,0,1,10,1325,API,Downgraded
NMC002852,Africa,Botswana,Pro,10,16,7,0,0,12,1087,App,Renewed
NMC002853,Africa,Senegal,Pro,29,16,9,0,3,10,2046,App,Renewed
NMC002854,Oceania,Australia,Pro,23,24,7,0,0,10,1988,App,Skipped
NMC002855,Africa,Nigeria,Free,2,9,4,0,1,17,149,App,Renewed
NMC002856,Europe,Netherlands,Free,19,10,6,0,1,36,129,App,Skipped
NMC002857,Latin America,Brazil,Pro,25,26,6,0,1,2,1515,App,Renewed
NMC002858,Africa,Kenya,Pro,23,23,7,1,3,3,1647,App,Renewed
NMC002859,Europe,Netherlands,Free,19,11,6,0,1,3,267,App,Downgraded
NMC002860,Europe,United Kingdom,Free,8,1,4,0,2,18,97,App,Downgraded
NMC002861,North America,Canada,Free,9,8,4,0,1,24,192,App,Skipped
NMC002862,Europe,United Kingdom,Pro,21,18,7,0,3,20,1060,App,Renewed
NMC002863,Africa,Tanzania,Pro,48,24,5,0,1,2,1812,API,Renewed
NMC002864,Oceania,Australia,Free,5,17,5,0,4,11,252,App,Skipped
NMC002865,Asia,Singapore,Pro,25,16,9,0,0,20,1499,App,Renewed
NMC002866,Africa,Uganda,Business,48,25,9,0,1,5,6018,API,Renewed
NMC002867,North America,United States,Business,21,24,5,0,0,4,2768,App,Renewed
NMC002868,Europe,United Kingdom,Free,6,17,3,0,1,6,201,App,Skipped
NMC002869,Africa,Uganda,Pro,9,19,8,0,0,7,1337,App,Skipped
NMC002870,Africa,Nigeria,Business,48,15,8,0,2,7,4111,API,Renewed
NMC002871,Africa,Botswana,Pro,11,20,6,1,2,3,1222,App,Skipped
NMC002872,Africa,Kenya,Pro,48,28,6,0,2,2,1070,App,Renewed
NMC002873,Oceania,Australia,Pro,12,20,7,0,4,3,1383,App,Renewed
NMC002874,Africa,Kenya,Free,20,11,2,0,1,33,152,App,Skipped
NMC002875,North America,United States,Pro,16,20,9,0,1,4,724,App,Downgraded
NMC002876,Europe,Germany,Pro,30,24,8,0,0,4,1318,API,Renewed
NMC002877,Europe,United Kingdom,Pro,13,19,8,0,1,17,1624,App,Renewed
NMC002878,North America,Canada,Business,48,24,10,0,2,5,7378,API,Renewed
NMC002879,Africa,Côte d’Ivoire,Pro,26,24,7,0,2,1,2294,API,Renewed
NMC002880,Europe,Spain,Free,5,14,3,0,2,8,92,App,Downgraded
NMC002881,Latin America,Colombia,Pro,31,27,6,0,1,3,1196,App,Renewed
NMC002882,Europe,United Kingdom,Free,4,14,7,0,3,9,227,App,Renewed
NMC002883,Europe,France,Pro,11,16,8,0,2,5,1797,API,Skipped
NMC002884,Africa,Senegal,Free,10,13,4,0,5,18,190,App,Downgraded
NMC002885,Africa,Ghana,Business,21,24,10,0,1,1,4812,API,Renewed
NMC002886,Latin America,Colombia,Pro,6,17,8,1,0,1,1019,App,Renewed
NMC002887,Europe,Spain,Free,3,11,5,0,1,33,204,App,Renewed
NMC002888,Europe,Spain,Free,6,5,4,0,1,18,148,App,Renewed
NMC002889,Europe,Germany,Free,1,7,6,0,0,11,88,App,Skipped
NMC002890,Africa,Nigeria,Pro,8,24,6,0,2,4,1647,App,Renewed
NMC002891,Africa,Tanzania,Free,5,6,4,0,1,6,140,App,Skipped
NMC002892,North America,United States,Pro,15,21,10,0,1,3,1286,App,Renewed
NMC002893,Europe,Germany,Pro,16,20,3,0,0,3,1009,App,Skipped
NMC002894,North America,United States,Free,9,5,8,0,2,40,128,App,Downgraded
NMC002895,Europe,Spain,Pro,19,10,8,0,1,11,714,App,Downgraded
NMC002896,Oceania,Australia,Free,12,15,4,0,2,15,263,App,Skipped
NMC002897,Africa,Kenya,Free,3,4,6,0,6,12,151,App,Skipped
NMC002898,Africa,Nigeria,Pro,12,22,9,0,2,3,1183,API,Downgraded
NMC002899,Latin America,Argentina,Pro,11,21,6,0,1,5,1260,App,Skipped
NMC002900,North America,Mexico,Business,34,24,8,0,2,4,672,App,Renewed
NMC002901,Europe,United Kingdom,Pro,21,23,7,1,0,1,1180,App,Renewed
NMC002902,Europe,Netherlands,Free,12,10,5,0,0,22,222,App,Skipped
NMC002903,Europe,Germany,Business,11,23,9,0,5,2,3261,App,Renewed
NMC002904,Africa,Rwanda,Pro,10,19,8,0,3,5,2103,API,Downgraded
NMC002905,North America,Canada,Pro,14,27,7,0,1,0,1442,App,Renewed
NMC002906,Asia,Philippines,Free,7,11,4,0,2,12,195,App,Downgraded
NMC002907,Africa,Rwanda,Free,11,13,6,0,0,9,198,App,Downgraded
NMC002908,Africa,Ghana,Pro,13,18,8,0,1,3,665,App,Downgraded
NMC002909,Africa,Botswana,Free,7,5,5,0,1,34,181,App,Skipped
NMC002910,Africa,Rwanda,Pro,12,14,1,0,2,10,940,API,Downgraded
NMC002911,Europe,France,Free,3,7,6,0,2,5,256,API,Skipped
NMC002912,Europe,Germany,Pro,18,21,8,0,1,1,1415,App,Downgraded
NMC002913,Asia,Japan,Pro,12,23,6,0,0,8,1733,API,Downgraded
NMC002914,Europe,France,Pro,19,22,10,0,0,2,1270,App,Renewed
NMC002915,North America,Mexico,Pro,10,26,8,0,0,2,1697,API,Renewed
NMC002916,Africa,Egypt,Business,48,28,7,0,4,2,6466,API,Renewed
NMC002917,Africa,Nigeria,Business,48,24,8,0,4,4,3083,App,Renewed
NMC002918,Europe,Italy,Free,13,10,4,0,1,17,226,API,Renewed
NMC002919,Africa,Nigeria,Pro,19,17,9,0,0,12,1658,API,Downgraded
NMC002920,Africa,Egypt,Free,15,19,7,0,2,5,227,App,Renewed
NMC002921,Europe,Germany,Pro,10,30,7,1,2,1,3080,API,Renewed
NMC002922,North America,United States,Free,5,12,6,0,2,8,228,App,Downgraded
NMC002923,Africa,Ghana,Business,48,24,9,0,1,1,5755,API,Renewed
NMC002924,Africa,Botswana,Pro,11,14,8,0,0,11,1823,App,Downgraded
NMC002925,North America,United States,Business,12,28,10,0,3,2,5772,API,Renewed
NMC002926,Asia,United Arab Emirates,Business,39,24,9,0,7,3,2861,App,Renewed
NMC002927,Asia,India,Pro,1,5,5,0,0,32,494,API,Skipped
NMC002928,Africa,Rwanda,Pro,23,18,6,1,3,17,1058,App,Renewed
NMC002929,Europe,Italy,Business,21,29,8,0,2,2,2941,API,Renewed
NMC002930,Asia,India,Free,4,2,3,0,2,21,69,App,Downgraded
NMC002931,Asia,Singapore,Business,12,29,7,0,6,2,6263,API,Renewed
NMC002932,Asia,India,Free,26,12,6,0,0,22,257,App,Skipped
NMC002933,Africa,South Africa,Business,26,25,7,1,1,2,1354,API,Renewed
NMC002934,Europe,France,Pro,48,25,10,0,1,3,1527,API,Renewed
NMC002935,Africa,Rwanda,Pro,15,16,5,0,2,19,458,App,Renewed
NMC002936,Africa,Côte d’Ivoire,Free,6,6,2,0,3,17,111,API,Skipped
NMC002937,Africa,Kenya,Pro,9,14,3,0,1,8,757,App,Renewed
NMC002938,North America,United States,Pro,18,21,7,1,1,7,1931,API,Renewed
NMC002939,Africa,Morocco,Pro,6,10,7,0,0,54,1418,App,Skipped
NMC002940,Africa,Kenya,Free,8,16,4,0,2,19,384,API,Renewed
NMC002941,North America,Canada,Pro,24,21,7,0,1,7,1736,API,Downgraded
NMC002942,Europe,Sweden,Free,16,18,6,0,3,4,180,App,Skipped
NMC002943,Asia,Indonesia,Free,4,19,7,0,1,8,448,App,Renewed
NMC002944,North America,United States,Pro,21,23,8,0,2,1,1903,App,Renewed
NMC002945,North America,Canada,Free,14,18,3,0,2,3,178,App,Downgraded
NMC002946,Europe,Netherlands,Pro,14,19,7,1,1,14,1167,App,Renewed
NMC002947,Europe,Sweden,Pro,8,21,5,0,1,1,1858,API,Renewed
NMC002948,Africa,Ghana,Free,16,8,3,0,2,10,133,API,Downgraded
NMC002949,Africa,South Africa,Business,11,25,9,1,2,3,5206,API,Renewed
NMC002950,Africa,Senegal,Pro,38,28,6,0,3,2,1450,API,Downgraded
NMC002951,Africa,Ghana,Free,3,10,2,0,0,8,75,App,Skipped
NMC002952,North America,United States,Free,11,11,6,0,1,17,239,App,Skipped
NMC002953,North America,United States,Pro,21,22,8,1,1,3,2592,API,Renewed
NMC002954,Europe,United Kingdom,Free,2,10,1,0,0,13,203,App,Downgraded
NMC002955,Europe,United Kingdom,Free,11,19,2,0,1,11,198,API,Skipped
NMC002956,Africa,Kenya,Free,5,8,6,0,2,38,214,App,Skipped
NMC002957,North America,United States,Pro,33,15,9,0,0,26,1262,App,Renewed
NMC002958,North America,Canada,Business,48,22,10,0,2,2,2835,App,Renewed
NMC002959,Africa,Uganda,Business,10,27,5,0,4,1,4260,App,Renewed
NMC002960,Asia,United Arab Emirates,Pro,13,22,7,0,3,3,1420,App,Renewed
NMC002961,Asia,Japan,Pro,19,18,8,0,1,20,1459,App,Renewed
